path,label
Non_Retinal_Detachment/Normal/164267_02018.mp4,0
Non_Retinal_Detachment/Normal/164267_02880.mp4,0
Non_Retinal_Detachment/Normal/164267_01666.mp4,0
Non_Retinal_Detachment/Normal/164267_01670.mp4,0
Non_Retinal_Detachment/Normal/164267_02701.mp4,0
Non_Retinal_Detachment/Normal/164267_02653.mp4,0
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00546.mp4,1
Non_Retinal_Detachment/Normal/164267_00116.mp4,0
Non_Retinal_Detachment/Normal/164267_03526.mp4,0
Non_Retinal_Detachment/Normal/164267_01765.mp4,0
Non_Retinal_Detachment/Normal/164267_02450.mp4,0
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00018.mp4,1
Non_Retinal_Detachment/Normal/164267_01481.mp4,0
Non_Retinal_Detachment/Normal/164267_04117.mp4,0
Non_Retinal_Detachment/Normal/164267_01845.mp4,0
Non_Retinal_Detachment/Normal/164267_02475.mp4,0
Non_Retinal_Detachment/Normal/164267_02364.mp4,0
Non_Retinal_Detachment/Normal/164267_03650.mp4,0
Non_Retinal_Detachment/Normal/164267_02504.mp4,0
Non_Retinal_Detachment/Normal/164267_01370.mp4,0
Non_Retinal_Detachment/Normal/164267_00824.mp4,0
Non_Retinal_Detachment/Normal/164267_03847.mp4,0
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00610.mp4,1
Non_Retinal_Detachment/Normal/164267_03018.mp4,0
Non_Retinal_Detachment/Normal/164267_02033.mp4,0
Non_Retinal_Detachment/Normal/164267_00615.mp4,0
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00646.mp4,1
Non_Retinal_Detachment/Normal/164267_01280.mp4,0
Non_Retinal_Detachment/Normal/164267_02487.mp4,0
Non_Retinal_Detachment/Normal/164267_01295.mp4,0
Non_Retinal_Detachment/Normal/164267_00450.mp4,0
Non_Retinal_Detachment/Normal/164267_01082.mp4,0
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00515.mp4,1
Non_Retinal_Detachment/Normal/164267_00185.mp4,0
Non_Retinal_Detachment/Normal/164267_01423.mp4,0
Non_Retinal_Detachment/Normal/164267_01193.mp4,0
Non_Retinal_Detachment/Normal/164267_03938.mp4,0
Non_Retinal_Detachment/Normal/164267_01654.mp4,0
Non_Retinal_Detachment/Normal/164267_03957.mp4,0
Non_Retinal_Detachment/Normal/164267_02176.mp4,0
Non_Retinal_Detachment/Normal/164267_01341.mp4,0
Non_Retinal_Detachment/Normal/164267_01652.mp4,0
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00055.mp4,1
Non_Retinal_Detachment/Normal/164267_01087.mp4,0
Non_Retinal_Detachment/Normal/164267_03442.mp4,0
Non_Retinal_Detachment/Normal/164267_03975.mp4,0
Non_Retinal_Detachment/Normal/164267_00741.mp4,0
Non_Retinal_Detachment/Normal/164267_01189.mp4,0
Non_Retinal_Detachment/Normal/164267_03452.mp4,0
Non_Retinal_Detachment/Normal/164267_02428.mp4,0
Non_Retinal_Detachment/Normal/164267_01015.mp4,0
Non_Retinal_Detachment/Normal/164267_03435.mp4,0
Non_Retinal_Detachment/Normal/164267_01197.mp4,0
Non_Retinal_Detachment/Normal/164267_03219.mp4,0
Non_Retinal_Detachment/Normal/164267_00119.mp4,0
Non_Retinal_Detachment/Normal/164267_02858.mp4,0
Non_Retinal_Detachment/Normal/164267_00999.mp4,0
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00058.mp4,1
Non_Retinal_Detachment/Normal/164267_02093.mp4,0
Non_Retinal_Detachment/Normal/164267_02403.mp4,0
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00147.mp4,1
Non_Retinal_Detachment/Normal/164267_02077.mp4,0
Non_Retinal_Detachment/Normal/164267_01130.mp4,0
Non_Retinal_Detachment/Normal/164267_00107.mp4,0
Non_Retinal_Detachment/Normal/164267_03031.mp4,0
Non_Retinal_Detachment/Normal/164267_03614.mp4,0
Non_Retinal_Detachment/Normal/164267_01182.mp4,0
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00112.mp4,1
Non_Retinal_Detachment/Normal/164267_00055.mp4,0
Non_Retinal_Detachment/Normal/164267_02037.mp4,0
Non_Retinal_Detachment/Normal/164267_03164.mp4,0
Non_Retinal_Detachment/Normal/164267_01133.mp4,0
Non_Retinal_Detachment/Normal/164267_00568.mp4,0
Non_Retinal_Detachment/Normal/164267_02574.mp4,0
Non_Retinal_Detachment/Normal/164267_00808.mp4,0
Non_Retinal_Detachment/Normal/164267_02422.mp4,0
Non_Retinal_Detachment/Normal/164267_00164.mp4,0
Non_Retinal_Detachment/Normal/164267_00526.mp4,0
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00136.mp4,1
Non_Retinal_Detachment/Normal/164267_00105.mp4,0
Non_Retinal_Detachment/Normal/164267_01046.mp4,0
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00434.mp4,1
Non_Retinal_Detachment/Normal/164267_03893.mp4,0
Non_Retinal_Detachment/Normal/164267_00246.mp4,0
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00251.mp4,1
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00521.mp4,1
Non_Retinal_Detachment/Normal/164267_00470.mp4,0
Non_Retinal_Detachment/Normal/164267_04066.mp4,0
Non_Retinal_Detachment/Normal/164267_01115.mp4,0
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00028.mp4,1
Non_Retinal_Detachment/Normal/164267_00667.mp4,0
Non_Retinal_Detachment/Normal/164267_02032.mp4,0
Non_Retinal_Detachment/Normal/164267_00845.mp4,0
Non_Retinal_Detachment/Normal/164267_00771.mp4,0
Non_Retinal_Detachment/Normal/164267_01096.mp4,0
Non_Retinal_Detachment/Normal/164267_02049.mp4,0
Non_Retinal_Detachment/Normal/164267_03720.mp4,0
Non_Retinal_Detachment/Normal/164267_02636.mp4,0
Non_Retinal_Detachment/Normal/164267_02129.mp4,0
Non_Retinal_Detachment/Normal/164267_01101.mp4,0
Non_Retinal_Detachment/Normal/164267_00293.mp4,0
Non_Retinal_Detachment/Normal/164267_00567.mp4,0
Non_Retinal_Detachment/Normal/164267_03201.mp4,0
Non_Retinal_Detachment/Normal/164267_03617.mp4,0
Non_Retinal_Detachment/Normal/164267_03174.mp4,0
Non_Retinal_Detachment/Normal/164267_02331.mp4,0
Non_Retinal_Detachment/Normal/164267_03855.mp4,0
Non_Retinal_Detachment/Normal/164267_03255.mp4,0
Non_Retinal_Detachment/Normal/164267_00311.mp4,0
Non_Retinal_Detachment/Posterior_Vitreous_Detachment/825315_00041.mp4,1
Non_Retinal_Detachment/Normal/164267_02224.mp4,0
Non_Retinal_Detachment/Normal/164267_00384.mp4,0
Non_Retinal_Detachment/Normal/164267_02888.mp4,0
Non_Retinal_Detachment/Normal/164267_03039.mp4,0
Non_Retinal_Detachment/Normal/164267_00152.mp4,0
Non_Retinal_Detachment/Normal/164267_01746.mp4,0
Non_Retinal_Detachment/Normal/164267_03109.mp4,0
Non_Retinal_Detachment/Normal/164267_03648.mp4,0
Non_Retinal_Detachment/Normal/164267_03619.mp4,0
