path,label
Non_Retinal_Detachment/Normal/164267_01673.mp4,0
Retinal_Detachment/Macula_Intact/ND/258033_00011.mp4,1
Retinal_Detachment/Macula_Intact/ND/258033_00063.mp4,1
Retinal_Detachment/Macula_Detached/Bilateral/755384_00123.mp4,1
Non_Retinal_Detachment/Normal/164267_01147.mp4,0
Non_Retinal_Detachment/Normal/164267_01375.mp4,0
Non_Retinal_Detachment/Normal/164267_03831.mp4,0
Non_Retinal_Detachment/Normal/164267_02707.mp4,0
Non_Retinal_Detachment/Normal/164267_02146.mp4,0
Non_Retinal_Detachment/Normal/164267_01387.mp4,0
Non_Retinal_Detachment/Normal/164267_00484.mp4,0
Non_Retinal_Detachment/Normal/164267_01991.mp4,0
Non_Retinal_Detachment/Normal/164267_04102.mp4,0
Non_Retinal_Detachment/Normal/164267_02508.mp4,0
Non_Retinal_Detachment/Normal/164267_02975.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00015.mp4,1
Non_Retinal_Detachment/Normal/164267_01201.mp4,0
Non_Retinal_Detachment/Normal/164267_01793.mp4,0
Non_Retinal_Detachment/Normal/164267_04232.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00056.mp4,1
Non_Retinal_Detachment/Normal/164267_02681.mp4,0
Non_Retinal_Detachment/Normal/164267_03592.mp4,0
Non_Retinal_Detachment/Normal/164267_02012.mp4,0
Non_Retinal_Detachment/Normal/164267_03046.mp4,0
Non_Retinal_Detachment/Normal/164267_01745.mp4,0
Non_Retinal_Detachment/Normal/164267_03724.mp4,0
Non_Retinal_Detachment/Normal/164267_00930.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00075.mp4,1
Retinal_Detachment/Macula_Detached/Bilateral/755384_00095.mp4,1
Non_Retinal_Detachment/Normal/164267_00527.mp4,0
Non_Retinal_Detachment/Normal/164267_03305.mp4,0
Non_Retinal_Detachment/Normal/164267_01435.mp4,0
Non_Retinal_Detachment/Normal/164267_03304.mp4,0
Retinal_Detachment/Macula_Intact/TD/102769_00003.mp4,1
Non_Retinal_Detachment/Normal/164267_03905.mp4,0
