path,label
Retinal_Detachment/Macula_Detached/Bilateral/755384_00043.mp4,0
Retinal_Detachment/Macula_Intact/TD/102769_00071.mp4,1
Retinal_Detachment/Macula_Detached/TD/405744_00112.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00011.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00008.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00047.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00022.mp4,0
Retinal_Detachment/Macula_Intact/ND/258033_00080.mp4,1
Retinal_Detachment/Macula_Intact/TD/102769_00099.mp4,1
Retinal_Detachment/Macula_Detached/TD/405744_00134.mp4,0
Retinal_Detachment/Macula_Intact/ND/258033_00086.mp4,1
Retinal_Detachment/Macula_Intact/TD/102769_00051.mp4,1
Retinal_Detachment/Macula_Intact/TD/102769_00111.mp4,1
Retinal_Detachment/Macula_Detached/Bilateral/755384_00050.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00149.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00145.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00020.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00079.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00094.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00128.mp4,0
Retinal_Detachment/Macula_Intact/TD/102769_00070.mp4,1
Retinal_Detachment/Macula_Intact/ND/258033_00060.mp4,1
Retinal_Detachment/Macula_Intact/ND/258033_00036.mp4,1
Retinal_Detachment/Macula_Intact/TD/102769_00020.mp4,1
Retinal_Detachment/Macula_Intact/TD/102769_00072.mp4,1
Retinal_Detachment/Macula_Detached/Bilateral/755384_00056.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00139.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00073.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00072.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00066.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00117.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00148.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00089.mp4,0
Retinal_Detachment/Macula_Intact/TD/102769_00101.mp4,1
Retinal_Detachment/Macula_Detached/TD/405744_00140.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00092.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00123.mp4,0
Retinal_Detachment/Macula_Intact/ND/258033_00064.mp4,1
Retinal_Detachment/Macula_Detached/TD/405744_00061.mp4,0
Retinal_Detachment/Macula_Intact/TD/102769_00019.mp4,1
Retinal_Detachment/Macula_Intact/TD/102769_00004.mp4,1
Retinal_Detachment/Macula_Intact/ND/258033_00048.mp4,1
Retinal_Detachment/Macula_Detached/TD/405744_00093.mp4,0
Retinal_Detachment/Macula_Intact/ND/258033_00009.mp4,1
Retinal_Detachment/Macula_Intact/TD/102769_00092.mp4,1
Retinal_Detachment/Macula_Detached/Bilateral/755384_00118.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00111.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00136.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00031.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00100.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00122.mp4,0
Retinal_Detachment/Macula_Intact/ND/258033_00083.mp4,1
Retinal_Detachment/Macula_Detached/Bilateral/755384_00075.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00086.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00007.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00035.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00100.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00048.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00130.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00080.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00034.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00018.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00147.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00017.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00113.mp4,0
Retinal_Detachment/Macula_Intact/TD/102769_00026.mp4,1
Retinal_Detachment/Macula_Detached/TD/405744_00126.mp4,0
Retinal_Detachment/Macula_Intact/TD/102769_00028.mp4,1
Retinal_Detachment/Macula_Detached/TD/405744_00104.mp4,0
Retinal_Detachment/Macula_Intact/TD/102769_00105.mp4,1
Retinal_Detachment/Macula_Intact/TD/102769_00078.mp4,1
Retinal_Detachment/Macula_Intact/TD/102769_00082.mp4,1
Retinal_Detachment/Macula_Detached/Bilateral/755384_00099.mp4,0
Retinal_Detachment/Macula_Intact/TD/102769_00008.mp4,1
Retinal_Detachment/Macula_Detached/TD/405744_00113.mp4,0
Retinal_Detachment/Macula_Intact/ND/258033_00004.mp4,1
Retinal_Detachment/Macula_Detached/Bilateral/755384_00030.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00137.mp4,0
Retinal_Detachment/Macula_Intact/ND/258033_00044.mp4,1
Retinal_Detachment/Macula_Detached/TD/405744_00090.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00084.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00050.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00032.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00012.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00088.mp4,0
Retinal_Detachment/Macula_Intact/ND/258033_00039.mp4,1
Retinal_Detachment/Macula_Detached/Bilateral/755384_00076.mp4,0
Retinal_Detachment/Macula_Intact/TD/102769_00046.mp4,1
Retinal_Detachment/Macula_Intact/ND/258033_00045.mp4,1
Retinal_Detachment/Macula_Intact/ND/258033_00046.mp4,1
Retinal_Detachment/Macula_Detached/TD/405744_00054.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00082.mp4,0
Retinal_Detachment/Macula_Intact/ND/258033_00032.mp4,1
Retinal_Detachment/Macula_Detached/Bilateral/755384_00013.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00106.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00042.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00075.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00021.mp4,0
Retinal_Detachment/Macula_Intact/ND/258033_00078.mp4,1
Retinal_Detachment/Macula_Intact/TD/102769_00085.mp4,1
Retinal_Detachment/Macula_Detached/TD/405744_00150.mp4,0
Retinal_Detachment/Macula_Intact/TD/102769_00084.mp4,1
Retinal_Detachment/Macula_Detached/Bilateral/755384_00097.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00132.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00127.mp4,0
Retinal_Detachment/Macula_Intact/TD/102769_00040.mp4,1
Retinal_Detachment/Macula_Detached/Bilateral/755384_00027.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00089.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00014.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00109.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00117.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00038.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00110.mp4,0
Retinal_Detachment/Macula_Intact/TD/102769_00017.mp4,1
Retinal_Detachment/Macula_Detached/TD/405744_00052.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00053.mp4,0
Retinal_Detachment/Macula_Intact/ND/258033_00084.mp4,1
Retinal_Detachment/Macula_Detached/Bilateral/755384_00114.mp4,0
Retinal_Detachment/Macula_Detached/TD/405744_00065.mp4,0
Retinal_Detachment/Macula_Detached/Bilateral/755384_00109.mp4,0
